CATEGORY	TOKENS	NUM_WORDS	NUM_CAPITALS	NUM_PUNCTUATIONS
b	Popeyes Buys Its Recipes for $ 43 Million . Wait , Popeyes Did n't Own Its Recipes ?	18	11	5
b	Euro zone April inflation rises less than expected	8	2	0
b	Alibaba 's deal-making ripples across Silicon Valley	7	3	2
b	European Bonds Jump as Fed Outlook on Rates Enhances ECB Support	11	11	0
b	Was Barclays the problem , or was it the business model ? : James Saft	15	4	3
b	UPDATE 2-IMF cuts Russia 2014 growth outlook , cites Ukraine risk	11	11	2
b	Japan March current account surplus less than expected 116.4 bln yen	11	2	1
t	UPDATE 3-FTC officials back Tesla 's direct-to-consumer car sales model	10	10	4
b	Pandora 's rise in ad revenue helps beat expectations	9	1	1
b	BNP Record Penalty Ends US Sanctions Probe : Timeline	9	11	1
b	RPT-UPDATE 1-BNP Paribas nears up to $ 9 bln settlement with US authorities ...	14	15	6
e	Coachella Tickets Among the Hottest , Priciest of This Summer 's Music Festivals	13	9	2
b	TREASURIES-Prices ease after early Ukraine gains	6	12	1
t	Dinosaurs Were 'In The Middle ' Of Warm-Blooded And Cold-Blooded , Scientists ...	13	12	8
b	UPDATE 2-Cold weather sinks US productivity but trend steady	9	9	1
e	Crucifixion : A New Way to Think About Jesus ' Death	11	8	2
t	Viacom Gives Up on Its YouTube Copyright Suit	8	8	0
b	US STOCKS-Wall St rebounds ; biotech shares snap losing streak	10	10	2
t	WHO finds Indian cities have dirtiest air ; Chinese data foggy	11	5	1
e	Yeah baby yeah ! Lana Del Rey wears psychedelic dress and puffs on a cigarette ...	16	4	4
e	DETROIT ( AP ) — An arrest warrant has been issued for Grammy Award-winning ...	15	12	6
e	Lena Dunham reveals Girls has helped her accept her figure ... as she turns ...	15	3	6
b	Export-Import Bank to Win Renewal , With Changes , Republican Says	11	9	3
b	Morgan Stanley CEO awarded $ 12 mln for 2013 -and that could rise	13	5	2
t	Cooperation , Ingenuity Needed To Halt Climate Catastrophe	8	7	1
m	FDA clears new version of Intuitive 's da Vinci surgical robot	11	5	1
b	Stop monkeying around ! San Francisco cracks down on Monkey app that allows ...	14	4	4
e	Zara to Destroy Shirts That Evoke Holocaust-Era Star of David	10	9	1
t	FCC collecting peering agreements from Netflix and Verizon , Comcast	10	6	1
m	Chikungunya Cases Spike In New York And New Jersey	9	9	0
e	'Shield ' Actor Michael Jace Charged With Murder In The Shooting Of His Wife	14	13	2
m	On the lookout for an invisible killer : Australian officials say they are ready to ...	16	2	4
b	US crude inventories down ; gasoline demand falters : EIA	10	5	2
b	Target Names New Technology Chief , Card Partner	8	7	1
t	Review : Thief Does n't Make Off With the Loot	10	7	2
b	UPDATE 1-Fees fuel 13 percent profit rise at Morgan Stanley wealth unit	12	9	1
b	US CBO : slightly higher 2014 deficit on lower corporate taxes	11	5	1
b	Time Warner Should Remember That Whatever Rupert Murdoch Wants , He ...	12	10	4
e	Why Miss USA Nia Sanchez Dismissed Suggestions To Change Her Last Name	12	14	0
t	Sprint/T-Mobile merger may prompt US FCC to rewrite auction rules	10	8	2
m	Health worsens for two US aid workers infected with Ebola	10	4	0
b	Iraq concerns lift top-rated euro zone bonds but Fed limits gains	11	2	1
b	UPDATE 4-Two senior Twitter executives resign as growth lags	9	8	1
b	China manufacturing gathers pace , Europe falters , US steady	10	4	2
b	TAKE A LOOK-Asia inflation : Prices cool in Singapore , Vietnam	11	13	3
b	UPDATE 2-Chinese rush for bottled drinks after benzene pollutes tapwater	10	7	1
b	Greenpeace Boards Rig Heading for Norway 's Northernmost Drilling	9	7	1
b	Asian shares struggle , dollar slips as Ukraine tensions rise	10	2	1
m	Multi-State Salmonella Outbreak Traced To Pet Bearded Dragons : CDC	10	12	2
b	PRESS DIGEST - Hong Kong - July 4	8	14	2
b	US STOCKS-Futures fall in wake of Friday selloff	8	10	1
m	UPDATE 3-US FDA approves MannKind 's inhaled insulin , Afrezza	10	14	3
b	UPDATE 1-Gowex collapse casts shadow over Spain 's alternative market listings	11	8	2
b	Rhode Island would be 'junk ' if Schilling debt defaults-analysis	10	3	3
b	AT & T CFO Optimistic as DirecTV-NFL Sunday Ticket Talks Proceed	11	17	2
t	Google Glass Leads Video-Game Makers to Test Wearables	8	8	1
e	Remembering the fallen : Imperial War Museum re-opens after £40million ...	11	4	5
m	SEVEN TONS of hummus from Target and Trader Joe 's stores recalled over ...	14	12	4
e	CORRECTED-NY Met Opera proposes federal mediators in bitter labor dispute	10	13	1
m	CORRECTED-Merck 's ragweed pollen allergy drug gets US approval	9	12	2
b	UPDATE 2-Lockheed beats Raytheon to win US 'Space Fence ' contract	11	12	3
e	'YOLO , motherf * * * * * ! ' Chris Brown makes surprise cameo as surgeon about to ...	20	6	12
b	TREASURIES-Bond yields rise , traders eye Friday jobs report	9	12	2
m	Ebola Outbreak Leaves Hotels Empty as West Africa Borders Closed	10	9	0
m	3D Printing Technology Helps Doctors Rebuild Man 's Face After Horrible ...	12	10	4
e	Diane Sawyer signs off as anchor of ABC 's World News and thanks her viewers ...	16	7	4
e	Andrew Garfield dresses in drag for Arcade Fire 's new video We Exist	13	6	1
b	UPDATE 3-AT & T nears DirecTV purchase in new jolt to TV landscape	13	14	2
m	Glaxo Recalls Weight-Loss Drug Alli on Tampering Concern ( 1 )	11	8	3
b	GM 's Barra Saying Sorry Seeks to Limit Fallout From Late Recall	12	11	1
b	Baker Hughes Plans to Disclose All Chemicals Used in Fracking	10	8	0
b	Ohio Earthquakes Linked To Fracking , A First For Region	10	9	1
m	Whole Foods nightmare as company that provides them beef recalls 4000 ...	12	2	3
b	UPDATE 2-Ackman working with Valeant to press for Allergan takeover	10	9	1
b	TREASURIES-Prices inch lower in thin trading ; Fed meeting looms	10	12	2
b	Hong Kong index inches down from highest level since December	10	3	0
b	Russia 's Economy Is Already In Recession , Estimates IMF	10	10	2
b	Inflation 's Up , Spending 's Down	7	4	3
b	EM ASIA FX-Yellen shock , weak yuan hit Asia FX ; more losses seen	14	12	3
e	Tracy Morgan In Fair Health Condition After New Jersey Crash	10	10	0
t	Microsoft Xbox One Console Rolls Out in China in Fall	10	8	0
b	FOREX-Dollar 's losing streak vs euro ends after German inflation data	11	7	2
b	Ohio Senate Panel Approves Compromise on Tesla Direct Sales ( 2 )	12	8	2
b	Italian Yields Decline to Records Amid Hunt for ECB Policy Hints	11	11	0
e	The final `` X-Men : Days of Future Past '' trailer . | Fox	14	7	6
b	Spanish Bonds Advance With Italy 's on Draghi 's Low Rates Stance	12	9	2
e	The 10 Smartest Celebrities On Twitter , According To Time Magazine	11	9	1
t	Why Google Is Yanking Negative Coverage Of Powerful People From Its Search ...	13	12	3
b	Medicare Hospital Fund To Last 4 Years Longer Than Expected	10	9	0
b	Fitch Downgrades Tesco to 'BBB ' ; Stable Outlook	9	8	3
b	Target CEO Ouster Shows New Board Focus on Cyber Attacks : Retail	12	12	1
e	Miley Cyrus ' Bangerz Tour Bus Bursts Into Flames	9	8	1
b	Unilever Revenue Growth Beats Estimates as Europe Stabilizes ( 1 )	11	7	2
e	First Nighter : Idina Menzel 's	6	4	2
e	Lottery Winners Take On JK Rowling in Scottish Vote Donations	10	10	0
e	Captain America star Chris Evans , 32 , to quit acting when Marvel deal ends	15	5	2
e	Clueless actress Stacey Dash joins Fox News as a contributor after coming out ...	14	5	3
e	New 'Game Of Thrones ' Season 4 Trailer Is Full Of Icy Threats	13	11	2
e	Justin makes HUGE surprise appearance at Coachella ... as Selena Gomez ...	12	8	6
e	Charges against Paul Simon and Edie Brickell are dropped two months after ...	13	5	3
b	More Items Pulled From Sea But None Related To Plane So Far	12	12	0
m	Chemical in coffee prevents degeneration of the retina	8	1	0
b	CORRECTED-UPDATE 1-UBS says books 254 mln Sfr against Q2 to settle one ...	13	20	5
e	Tracy Morgan improving as doctors upgrade condition to fair after auto collision ...	13	2	3
t	US gasoline prices rose 1.87 cents in two weeks -Lundberg survey	11	3	2
b	Gold Shines Again as Hedge Funds Increase Holdings : Commodities	10	8	1
e	Animal lover outrage as blonde Texas cheerleader smiles in dozens of photos ...	13	2	3
e	Joan Rivers Refuses To Apologize For Cleveland Kidnapping Victims Joke	10	10	0
e	'Sh-t Happens , ' Which Is Why Robert Pattinson And Kristen Stewart Broke Up	14	12	4
t	Apple Will Release 2 Different-Sized Phones This Year : Report	10	9	2
b	Jobless Claims in US Drop to Lowest Level Since 2007	10	8	0
b	GLOBAL MARKETS-Asia shares find steadier footing , China worries remain	10	15	2
e	Rosie O'Donnell Reportedly Re-Joining 'The View ' ( UPDATED )	10	15	6
e	Elisabeth Hasselbeck Is Livid About Rosie O'Donnell 's Return To 'The View '	13	12	4
m	Kathleen Sebelius ' LGBT legacy	5	6	1
e	Israeli Transgender Singer In Controversial Video	6	6	0
b	Seafood Fraud Under Fire As Lawmakers Look To Combat Mislabeling Scourge	11	11	0
t	Activision places $ 500 mln bet on its next blockbuster franchise	11	1	1
b	BNP to Pay Almost $ 9 Billion in US Sanctions Plea Deal	12	11	1
e	Kerry Washington shows off her svelte post-pregnancy body in floral frock at BET ...	14	5	4
e	My new career as a Disney princess : Teen model looks exactly like Elsa from the ...	17	4	4
b	Citigroup Said to Lend $ 1.45 Billion to Its Landlord in New York	13	8	2
e	'Jersey Boys ' Trailer , Or : Broadway , Clint Eastwood Style	12	8	5
b	Oil Heads for Weekly Drop as Iraq Unrest Spares Southern Output	11	9	0
e	'The Normal Heart ' Review : Great Performances Anchor An Uneven Film	12	10	3
t	UPDATE 1-IBM to offer iPads and iPhones for business users	10	11	1
b	Jack Ma 's US Inspiration Set Path to Alibaba IPO	10	11	1
b	NEW YORK ( AP ) — McDonald 's is fighting to hold onto customers in the US	17	13	3
b	Mt . Gox Seeks US Court Protection During Japan Bankruptcy ( 2 )	13	10	3
e	Lindsay Lohan Misses Her AA Meeting , Blames Paparazzi On Premiere Of OWN ...	14	15	4
b	FOREX-Draghi helps euro higher , UK growth numbers in focus	10	8	2
e	Beyonce and Solange both take the plunge at first red carpet event together ...	14	2	3
e	Miranda Kerr reveals she wants to 'explore ' her bisexuality after Orlando Bloom ...	14	4	5
e	Paul Walker 's fatal car crash was 'caused by speed ... not mechanical problems '	15	2	6
m	Another medical use for cannabis as scientists find it helps reduce seizures in ...	14	1	3
m	State wins permanent custody of girl , 15 , who has been in hospital for a year	17	1	2
m	Christie Resorts to E-Cigarette Tax to Plug $ 807 Million Deficit	11	8	2
e	Sad Kanye West Simply Can not Muster Any Excitement For Zip-Lining	11	11	1
b	Target names new head of troubled Canadian operations	8	2	0
b	RBA Holds Key Rate at Record-Low 2.5 % After Inflation Slowed	11	11	3
b	CANADA STOCKS-CP outlook , Valeant deal inject cheer into TSX	10	18	2
b	Pound Reaches 19-Month High Versus Euro on Carney Speech	9	8	1
b	US STOCKS SNAPSHOT-Wall St rises at open , Yellen testimony eyed	11	19	2
e	The One Thing Kendall Jenner Wo n't Share With Her Sisters	11	10	1
b	Japan May core machinery orders unexpectedly fall 19.5 pct mth/mth	10	2	2
e	UPDATE 1-Oprah gives Starbucks tea push a celebrity shot with chai drink	12	8	1
e	James Franco shirtless in selfie , day after calling theater critic 'little b * * * * '	18	2	7
e	'Sex Tape ' Red-Band Trailer : Cameron Diaz & Jason Segel Make Some Porn	14	12	5
b	US STOCKS-Wall St advances in broad rally ; S & P 500 near record	14	12	3
e	Stephen Colbert 's Best Religion Clips Promise More To Come From 'America 's ...	14	11	6
b	Consumer Sentiment in US Unexpectedly Falls on Outlook ( 2 )	11	7	2
e	Pamela Anderson Shares Harrowing Account Of Childhood Sex Abuse	9	9	0
t	Irreversible Damage Seen From Climate Change in UN Leak	9	9	0
m	To Cure Jet Lag , Let This App Tell You When It 's Bedtime	14	12	2
e	Dispatch from Cannes : Tarantino on Pulp Fiction and his love of spaghetti ...	14	5	4
b	UPDATE 1-Johnson Controls revenue rises on higher demand from China	10	9	1
e	If Ariana Grande Had A 'Problem ' In 20 Different Musical Styles	12	10	2
t	Dinosaurs Evolved Into Birds After 'Shrinking And Shrinking ' For 50 Million Years	13	11	2
e	Meg Ryan Just Landed A Role In The 'HIMYM ' Spinoff	11	14	2
b	Euro-Area Survey Shows Weakening as French Woes Worsen : Economy	10	9	2
e	George Strait Wins Entertainer Of The Year At 2014 ACM Awards	11	12	0
b	GM Expands Ignition Switch Recall By 824000 Cars	8	8	0
m	Planned Parenthood Appeals Arizona Abortion Restrictions	6	6	0
e	Young , wild and free ! Zac Efron dirty dances with new girlfriend Michelle ...	15	4	5
e	France 's Godard at 83 screens a 3D 'Adieu ' at Cannes	12	5	3
m	US group changes lung transplant policy for kids	8	2	0
m	Chillicothe , Ohio duped by mother who raised thousands pretending to have ...	13	2	4
e	First look at Neil Patrick Harris as a VERY creepy ex-boyfriend in the second ...	15	8	4
e	Miranda Kerr uncensored : Orlando Bloom 's supermodel ex strips naked to talk ...	14	4	5
e	US stocks are moving lower in midday trading as traders keep a close eye on the ...	17	2	3
b	US Stocks Rise on Earnings as Yen Climbs ; Russian Shares Drop	12	10	1
t	The holophone is almost here ! Amazon does deal with AT & T to take on Apple ...	18	6	5
b	Lucky escape for Delta plane as part of WING comes off mid-air and it amazingly ...	16	6	4
b	UPDATE 4-US forces hand over seized oil tanker to Libya	10	9	1
m	Hospital Charges in US Jump 10 % to Treat Chest Pain	11	8	1
e	3 Things You Should Tell Your Kids on Mother 's Day	11	8	1
b	BOJ Keeps View Inflation to Accelerate Toward 2 % Target	10	9	1
b	UPDATE 1-Barclays hires WilmerHale , ex-SEC litigator in dark pools probe	11	12	3
m	Quitting Smoking Is More Likely With E-Cigarettes , UK Study Says	11	12	2
b	Vatican Bank 's Profit Sees Major Decline As Pope Francis Advances Reforms	12	11	1
b	US STOCKS-Tech , financials lead market lower ; S & P negative for year	14	11	4
b	Alpha Plans to Idle Coal Mines ; 1100 Jobs at Risk	11	7	1
t	UPDATE 1-In deal with Amazon , BlackBerry to offer 240000 Android apps	12	11	2
b	Fed 's Bullard Says 'Harder And Harder ' to Justify Low Real Rates	13	10	3
b	RPT-Fitch : Capital Increase to Aid Deutsche Bank 's Manoeuvrability	10	10	3
t	URGENT-Appeals court sides with Oracle in copyright suit vs. Google	10	9	2
e	Bryan Cranston Gets Kid Prom Date By Being Walter White	10	10	0
b	The United States of Comcast : Follow the $ 19M in Lobbying	12	7	2
t	Table Talk : Scientists Discover New Chicken-Like Dinosaur	8	8	2
b	GLOBAL MARKETS-World equities fall on valuation fears , bonds gain	10	14	2
b	Lorillard Reaches Record on Fresh Reynolds Takeover Speculation	8	7	0
b	Healthy Role Model : Please LeBron James , Just Do It	11	10	2
b	GLOBAL ECONOMY-Manufacturing expands in US , Asia ; euro zone still lags	12	17	3
b	UPDATE 2-Rescuers free 3 trapped Honduran miners , 8 still missing	11	8	2
e	First look at Woody Allen 's next flick	8	3	1
t	Will Jupiter 's icy moon reveal alien life ? Nasa sets aside $ 25 million to probe ...	18	3	6
e	Pippa Middleton claims she thought famous bridesmaid dress was 'not ...	11	2	4
b	CORRECTED-UPDATE 3-Rouble , stocks down after Russia says will challenge ...	11	17	6
e	Brad Pitt , Matthew McConaughey Toss Beer , Chat On New Orleans Balconies	13	12	2
b	Geithner Suggested Hillary Clinton As Possible Successor	7	7	0
e	New Michael Jackson album featuring eight new songs is to be released	12	3	0
e	John Pinette Dead : Comedian And 'Seinfeld ' Actor Dies At 50 ( VIDEO )	15	14	5
b	UPDATE 2-Urban Outfitters ' profit lags Street as costs rise	10	9	2
e	Khloe Kardashian enjoys 'romantic reunion ' with rapper French Montana after ...	12	4	5
b	FOREX-Dollar falls as sentiment weakens ahead of US data	9	8	1
m	UPDATE 1-Federal judge will not block Arizona rules limiting use of abortion drugs	13	8	1
e	Beyonce shares cryptic family photo with 'submissive yet dominant ' female ...	12	1	5
b	US STOCKS-Nasdaq ends below 4000 for first time since early Feb .	12	10	2
e	Kim Kardashian drives camera-filled luxury car after attending gala events in ...	12	2	4
e	Angelina Jolie is a frightful sight to behold in new Maleficent poster	12	3	0
b	WRAPUP 2-US producer prices fall , but inflation still seen firming	11	8	2
b	TrueCar Auto-Buying Website Raises $ 70 Million in US IPO	10	12	2
e	George Clooney Does n't Like It When You Call Obama An ' A * * hole '	17	11	5
b	Piggybacking on Billionaire Singer Boosts Debt : Argentina Credit	9	7	1
b	EBay Applauds Icahn 's Retreat From Push to Separate PayPal Unit	11	11	1
e	Kanye West Sentenced To Anger Management Therapy After Pleading No ...	11	10	3
t	UPDATE 4-Google takes consumers ' wrists to next frontier with Android watch	12	8	2
b	CORRECTED-FOREX-ECB comments knock euro , but not much	8	17	3
b	REFILE-Apple 's new retail chief granted $ 68 mln in restricted stock	12	7	3
e	Matt Lauer Extends Contract , Will Stay At 'Today ' For Years To Come	14	12	3
b	Portugal 's BES books 3.6 bln euro loss , capital needed	11	4	3
e	Bron-Yr-Aur cottage sees Led Zeppelin fans because Stairway to Heaven was ...	12	7	5
b	UPDATE 2-Canada March retail sales slip from record high	9	8	1
e	Pope Francis finds a friend in Russell Crowe after they finally get to meet	14	4	0
b	Tele2 sells Norway business to TeliaSonera for SEK 5.1 bln	10	7	1
t	'Blood Moon ' Lunar Eclipse Wows Skywatchers ( PHOTOS )	10	12	4
e	Justin Bieber and Miley Cyrus Should Get a Do-Over	9	8	1
m	J & J Withdraws Hysterectomy Device Tied to Cancer Spread	10	8	1
e	They still talk ! Robert Pattinson admits he 's in contact with ex-girlfriend Kristen ...	15	4	6
